AIRPORT_NAME,AIRPORT_ZIP_CODE,DEPARTURE_CODE,DOMESTIC_CODE,TICKETS_SOLD,TAIL_NUMBER,PLANE_MODEL,DESTINATION_CODE,DEPARTING_DELAY,SCHEDULED_DEPARTURE_UTC
Denver International Airport,80249,DEN,AA,314,#G106YXU,Boeing 777,BOS,0,2024-07-13 21:05:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,179,#W298LSG,Boeing 767,EWR,0,2024-07-13 21:07:00.000
Harry Reid International Airport,89119,LAS,DLTA,275,#P470SMB,Airbus A340,EWR,0,2024-07-13 21:08:00.000
John F. Kennedy International Airport,11430,JFK,UA,135,#Q096SXU,Airbus A320neo,BOS,0,2024-07-13 21:09:00.000
Miami International Airport,33126,MIA,DLTA,193,#Y685MJW,Airbus A330,JFK,0,2024-07-13 21:10:00.000
O'Hare International Airport,60666,ORD,DLTA,127,#B456MNQ,Boeing 737 MAX,EWR,0,2024-07-13 21:11:00.000
O'Hare International Airport,60666,ORD,UA,99,#M141IQZ,Airbus A320,ATL,0,2024-07-13 21:50:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,244,#W157HTX,Boeing 747,BOS,0,2024-07-13 22:00:00.000
Orlando International Airport,32827,MCO,UA,180,#Q754PLE,Boeing 767,MSP,0,2024-07-13 22:00:00.000
San Francisco International Airport,94128,SFO,DLTA,244,#B975UUV,Airbus A330,BOS,0,2024-07-13 22:02:00.000
Harry Reid International Airport,89119,LAS,DLTA,161,#H402SVU,Boeing 737 MAX,SEA,0,2024-07-13 22:02:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,319,#D222BYI,Boeing 747,PHX,0,2024-07-13 22:04:00.000
Newark Liberty International Airport,07114,EWR,UA,235,#D636OOV,Airbus A330,JFK,0,2024-07-13 22:05:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,141,#N644BIL,Airbus A320neo,PHX,0,2024-07-13 22:07:00.000
John F. Kennedy International Airport,11430,JFK,AA,111,#W656LCC,Boeing 737,DEN,0,2024-07-13 22:08:00.000
Charlotte Douglas International Airport,28208,CLT,UA,242,#E694NVQ,Boeing 777,SFO,0,2024-07-13 22:08:00.000
Miami International Airport,33126,MIA,UA,305,#W922ITW,Boeing 747,DFW,0,2024-07-13 22:10:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,296,#O908ZWN,Boeing 787 Dreamliner,DFW,0,2024-07-13 22:10:00.000
George Bush Intercontinental Airport,77032,IAH,AA,256,#O142OMD,Boeing 777,DEN,0,2024-07-13 22:10:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,160,#V957RKD,Boeing 737 MAX,MCO,0,2024-07-13 22:12:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,289,#S873GON,Boeing 747,CLT,0,2024-07-13 22:12:00.000
Logan International Airport,02128,BOS,AA,306,#C785OLZ,Boeing 777,MIA,0,2024-07-13 22:13:00.000
Denver International Airport,80249,DEN,AA,142,#M824RVO,Boeing 737 MAX,MCO,0,2024-07-13 22:14:00.000
Los Angeles International Airport,90045,LAX,AA,260,#R775MDD,Boeing 777,BOS,0,2024-07-13 22:15:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,184,#U358CJE,Airbus A330,PHX,0,2024-07-14 05:50:00.000
Denver International Airport,80249,DEN,UA,338,#E259UWL,Airbus A340,PHX,0,2024-07-14 05:50:00.000
Miami International Airport,33126,MIA,UA,216,#X365YDB,Boeing 767,SFO,0,2024-07-14 05:53:00.000
Logan International Airport,02128,BOS,UA,301,#V984KPQ,Boeing 747,FLL,0,2024-07-14 05:56:00.000
Harry Reid International Airport,89119,LAS,UA,236,#H619CEI,Boeing 767,LAX,0,2024-07-14 05:57:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,102,#T000YMV,Airbus A320neo,ATL,0,2024-07-14 05:58:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,348,#I335GUF,Boeing 747,FLL,0,2024-07-14 05:58:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,123,#T386DEI,Boeing 737,SFO,0,2024-07-14 06:00:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,154,#C788OUD,Boeing 737 MAX,EWR,0,2024-07-14 06:01:00.000
Los Angeles International Airport,90045,LAX,UA,307,#S651FIB,Airbus A340,IAH,0,2024-07-14 06:01:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,174,#B721TCC,Airbus A330,JFK,0,2024-07-14 06:01:00.000
O'Hare International Airport,60666,ORD,AA,113,#G364IJR,Boeing 737,BOS,0,2024-07-14 06:02:00.000
Newark Liberty International Airport,07114,EWR,AA,273,#K422USH,Boeing 787 Dreamliner,MIA,1,2024-07-14 06:02:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,438,#D613BAI,Airbus A380,LAS,0,2024-07-14 06:06:00.000
San Francisco International Airport,94128,SFO,UA,278,#R423UAA,Boeing 787 Dreamliner,LAX,0,2024-07-14 06:10:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,90,#Z074RDY,Boeing 737,DFW,0,2024-07-14 06:11:00.000
Charlotte Douglas International Airport,28208,CLT,AA,93,#J193NHR,Boeing 737,PHX,0,2024-07-14 06:12:00.000
Orlando International Airport,32827,MCO,DLTA,93,#D487IPN,Airbus A320,SEA,0,2024-07-14 06:14:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,314,#H210XOF,Airbus A340,LAX,0,2024-07-14 06:57:00.000
Logan International Airport,02128,BOS,AA,270,#A852EED,Boeing 747,MIA,0,2024-07-14 06:59:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,100,#U522HWM,Airbus A320,MSP,0,2024-07-14 07:00:00.000
Denver International Airport,80249,DEN,UA,139,#J804GAR,Airbus A320neo,MCO,0,2024-07-14 07:00:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,199,#E713ZDW,Airbus A350,MCO,0,2024-07-14 07:00:00.000
Newark Liberty International Airport,07114,EWR,UA,249,#U012LSR,Airbus A350,JFK,0,2024-07-14 07:01:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,117,#D029OTG,Boeing 737,BOS,0,2024-07-14 07:04:00.000
O'Hare International Airport,60666,ORD,AA,296,#U080FKT,Airbus A340,FLL,0,2024-07-14 07:05:00.000
Harry Reid International Airport,89119,LAS,UA,120,#O251RAP,Airbus A320,DFW,0,2024-07-14 07:05:00.000
Los Angeles International Airport,90045,LAX,AA,260,#Q097PQH,Boeing 747,ORD,0,2024-07-14 07:07:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,133,#U830HFQ,Boeing 737,MSP,0,2024-07-14 07:07:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,372,#K079ANI,Airbus A380,DEN,0,2024-07-14 07:08:00.000
Miami International Airport,33126,MIA,UA,217,#J086EOT,Airbus A350,LAS,0,2024-07-14 07:09:00.000
George Bush Intercontinental Airport,77032,IAH,UA,120,#L703VQG,Airbus A320,ATL,0,2024-07-14 07:10:00.000
San Francisco International Airport,94128,SFO,DLTA,223,#D834PQD,Boeing 767,ORD,0,2024-07-14 07:15:00.000
Orlando International Airport,32827,MCO,UA,285,#U362FAC,Airbus A340,SFO,0,2024-07-14 07:16:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,222,#M763QVM,Airbus A350,LAX,0,2024-07-14 07:18:00.000
John F. Kennedy International Airport,11430,JFK,AA,300,#G803ZGR,Airbus A340,EWR,0,2024-07-14 07:19:00.000
Seattle–Tacoma International Airport,98158,SEA,AA,263,#A120FLE,Boeing 787 Dreamliner,MSP,0,2024-07-14 07:58:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,322,#Q121YZO,Boeing 747,BOS,0,2024-07-14 08:00:00.000
John F. Kennedy International Airport,11430,JFK,UA,435,#Q142UGS,Airbus A380,DFW,0,2024-07-14 08:02:00.000
Harry Reid International Airport,89119,LAS,UA,291,#P878CWC,Airbus A340,MCO,0,2024-07-14 08:06:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,113,#W777EAP,Airbus A320neo,MIA,0,2024-07-14 08:07:00.000
Charlotte Douglas International Airport,28208,CLT,AA,288,#I214PEL,Airbus A350,IAH,0,2024-07-14 08:08:00.000
Logan International Airport,02128,BOS,UA,323,#B374MTO,Boeing 777,DEN,0,2024-07-14 08:08:00.000
Miami International Airport,33126,MIA,AA,214,#X877CUA,Airbus A330,ATL,0,2024-07-14 08:08:00.000
Orlando International Airport,32827,MCO,AA,115,#L946NVX,Boeing 737,JFK,0,2024-07-14 08:08:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,243,#T601CYZ,Airbus A340,LAX,0,2024-07-14 08:09:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,218,#C526WQK,Boeing 767,SFO,0,2024-07-14 08:09:00.000
Newark Liberty International Airport,07114,EWR,AA,107,#L274CTH,Boeing 737,ORD,0,2024-07-14 08:09:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,303,#W105EIB,Boeing 777,LAX,0,2024-07-14 08:13:00.000
O'Hare International Airport,60666,ORD,AA,200,#W129SFR,Airbus A330,MCO,0,2024-07-14 08:15:00.000
George Bush Intercontinental Airport,77032,IAH,UA,275,#W908LFY,Boeing 787 Dreamliner,DFW,0,2024-07-14 08:17:00.000
San Francisco International Airport,94128,SFO,UA,103,#C283XKG,Airbus A320neo,BOS,0,2024-07-14 08:18:00.000
Denver International Airport,80249,DEN,UA,257,#G573BKW,Boeing 767,IAH,0,2024-07-14 08:20:00.000
Los Angeles International Airport,90045,LAX,DLTA,294,#V140VKP,Boeing 747,PHX,0,2024-07-14 08:22:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,274,#K067FCY,Boeing 777,JFK,0,2024-07-14 09:02:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,235,#D171SIM,Boeing 777,MIA,0,2024-07-14 09:07:00.000
Los Angeles International Airport,90045,LAX,AA,239,#Z316SCC,Boeing 777,BOS,0,2024-07-14 09:08:00.000
Orlando International Airport,32827,MCO,AA,235,#Z680FVX,Airbus A340,FLL,0,2024-07-14 09:10:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,151,#D518NME,Boeing 737 MAX,MCO,0,2024-07-14 09:11:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,148,#N226GDU,Airbus A320neo,JFK,0,2024-07-14 09:11:00.000
O'Hare International Airport,60666,ORD,DLTA,175,#M056WBG,Boeing 767,EWR,0,2024-07-14 09:12:00.000
Newark Liberty International Airport,07114,EWR,UA,131,#G101LLH,Boeing 737,CLT,0,2024-07-14 09:12:00.000
San Francisco International Airport,94128,SFO,UA,347,#C760XOO,Airbus A380,MSP,0,2024-07-14 09:13:00.000
Harry Reid International Airport,89119,LAS,DLTA,148,#V137LVF,Airbus A320neo,MIA,1,2024-07-14 09:14:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,255,#E200SGW,Boeing 747,BOS,0,2024-07-14 09:16:00.000
Logan International Airport,02128,BOS,AA,382,#O408BOH,Airbus A380,ORD,0,2024-07-14 09:16:00.000
George Bush Intercontinental Airport,77032,IAH,UA,317,#X259QLI,Boeing 747,DEN,0,2024-07-14 09:18:00.000
Denver International Airport,80249,DEN,AA,243,#R324ZQK,Airbus A340,ATL,0,2024-07-14 09:20:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,106,#S847KRU,Boeing 737,DFW,0,2024-07-14 09:22:00.000
Miami International Airport,33126,MIA,UA,172,#V560CKG,Airbus A330,MCO,0,2024-07-14 09:23:00.000
John F. Kennedy International Airport,11430,JFK,UA,141,#E269UCY,Boeing 737 MAX,ATL,0,2024-07-14 09:23:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,98,#N497UBL,Boeing 737,ATL,0,2024-07-14 09:27:00.000
Harry Reid International Airport,89119,LAS,DLTA,102,#H994MYR,Airbus A320neo,PHX,0,2024-07-14 10:08:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,189,#L386KXA,Boeing 767,ORD,0,2024-07-14 10:10:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,115,#V110NGO,Airbus A320,FLL,0,2024-07-14 10:11:00.000
Orlando International Airport,32827,MCO,UA,235,#X298RSU,Airbus A340,ATL,0,2024-07-14 10:12:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,267,#Z121DUK,Boeing 747,DEN,0,2024-07-14 10:12:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,148,#E956LXZ,Airbus A320neo,ATL,0,2024-07-14 10:12:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,318,#F839SOA,Airbus A340,ORD,0,2024-07-14 10:13:00.000
Logan International Airport,02128,BOS,UA,306,#H955YBW,Boeing 747,CLT,0,2024-07-14 10:17:00.000
Los Angeles International Airport,90045,LAX,UA,208,#S560ZJC,Boeing 767,JFK,0,2024-07-14 10:18:00.000
O'Hare International Airport,60666,ORD,AA,136,#V214NZX,Airbus A320neo,CLT,0,2024-07-14 10:20:00.000
George Bush Intercontinental Airport,77032,IAH,UA,123,#W091JEP,Airbus A320,JFK,0,2024-07-14 10:23:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,250,#Q485GSL,Airbus A340,IAH,0,2024-07-14 10:23:00.000
Denver International Airport,80249,DEN,AA,282,#O356SUF,Boeing 777,DFW,0,2024-07-14 10:23:00.000
San Francisco International Airport,94128,SFO,UA,260,#S857EKZ,Airbus A350,EWR,0,2024-07-14 10:24:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,95,#B225ZDN,Boeing 737,LAS,0,2024-07-14 10:25:00.000
Newark Liberty International Airport,07114,EWR,UA,231,#T582DPN,Airbus A350,MSP,0,2024-07-14 10:27:00.000
Miami International Airport,33126,MIA,AA,191,#U617EVU,Boeing 767,EWR,0,2024-07-14 10:27:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,181,#G325MCI,Airbus A330,IAH,0,2024-07-14 10:28:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,345,#Z073UKH,Boeing 747,PHX,0,2024-07-14 11:10:00.000
Orlando International Airport,32827,MCO,AA,239,#K860OOZ,Boeing 777,IAH,0,2024-07-14 11:12:00.000
Denver International Airport,80249,DEN,UA,228,#D412QYE,Boeing 777,EWR,0,2024-07-14 11:14:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,299,#P934SRL,Airbus A340,MCO,0,2024-07-14 11:16:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,321,#Z705GMW,Boeing 777,CLT,0,2024-07-14 11:17:00.000
Harry Reid International Airport,89119,LAS,AA,124,#Z578ENX,Boeing 737 MAX,JFK,0,2024-07-14 11:17:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,252,#J951XME,Airbus A340,MCO,0,2024-07-14 11:22:00.000
Los Angeles International Airport,90045,LAX,DLTA,235,#D151SIH,Airbus A330,MCO,0,2024-07-14 11:22:00.000
Newark Liberty International Airport,07114,EWR,DLTA,243,#N279OLE,Airbus A340,IAH,0,2024-07-14 11:23:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,202,#S111QNO,Boeing 767,FLL,0,2024-07-14 11:24:00.000
John F. Kennedy International Airport,11430,JFK,UA,274,#E881WDJ,Boeing 787 Dreamliner,MIA,0,2024-07-14 11:24:00.000
Logan International Airport,02128,BOS,UA,229,#P213CRB,Boeing 787 Dreamliner,ATL,0,2024-07-14 11:26:00.000
George Bush Intercontinental Airport,77032,IAH,UA,178,#N276DZS,Airbus A330,SFO,0,2024-07-14 11:30:00.000
O'Hare International Airport,60666,ORD,AA,433,#Y252LSE,Airbus A380,ATL,0,2024-07-14 11:31:00.000
Miami International Airport,33126,MIA,AA,108,#N936PNK,Airbus A320neo,FLL,0,2024-07-14 11:32:00.000
San Francisco International Airport,94128,SFO,UA,121,#N109SQK,Airbus A320,FLL,0,2024-07-14 11:33:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,294,#E370YIS,Boeing 787 Dreamliner,SEA,0,2024-07-14 11:34:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,248,#Q021ZQW,Airbus A330,DFW,0,2024-07-14 11:35:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,259,#X255UHN,Boeing 787 Dreamliner,ATL,0,2024-07-14 12:15:00.000
Newark Liberty International Airport,07114,EWR,AA,115,#K352JHC,Boeing 737,LAX,0,2024-07-14 12:15:00.000
San Francisco International Airport,94128,SFO,DLTA,429,#J320ODR,Airbus A380,MIA,0,2024-07-14 12:15:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,128,#I458NDV,Boeing 737,SFO,0,2024-07-14 12:16:00.000
O'Hare International Airport,60666,ORD,DLTA,195,#I161WHF,Boeing 767,LAS,0,2024-07-14 12:16:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,233,#R054ODB,Boeing 787 Dreamliner,MCO,0,2024-07-14 12:17:00.000
Orlando International Airport,32827,MCO,DLTA,305,#P338KAA,Airbus A350,PHX,1,2024-07-14 12:18:00.000
Logan International Airport,02128,BOS,UA,117,#O292UAS,Boeing 737,PHX,0,2024-07-14 12:23:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,133,#W307FIF,Boeing 737,JFK,0,2024-07-14 12:26:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,255,#J709GWW,Boeing 767,CLT,0,2024-07-14 12:26:00.000
John F. Kennedy International Airport,11430,JFK,AA,304,#J181BAD,Boeing 747,LAX,0,2024-07-14 12:30:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,203,#W123UKM,Airbus A330,MIA,0,2024-07-14 12:30:00.000
Los Angeles International Airport,90045,LAX,AA,288,#K278WTD,Airbus A350,MIA,0,2024-07-14 12:34:00.000
Harry Reid International Airport,89119,LAS,DLTA,232,#A478FAP,Airbus A350,CLT,0,2024-07-14 12:34:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,130,#J643ANM,Airbus A320,DEN,0,2024-07-14 12:35:00.000
Miami International Airport,33126,MIA,UA,217,#I428VHC,Airbus A330,SEA,0,2024-07-14 12:36:00.000
Denver International Airport,80249,DEN,AA,169,#G838EEZ,Airbus A330,FLL,0,2024-07-14 12:38:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,379,#I441YKG,Airbus A380,ATL,0,2024-07-14 12:38:00.000
George Bush Intercontinental Airport,77032,IAH,UA,206,#J600QOF,Airbus A330,ORD,0,2024-07-14 13:19:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,147,#T003FCU,Airbus A320neo,ORD,0,2024-07-14 13:20:00.000
Orlando International Airport,32827,MCO,UA,119,#R965AVJ,Boeing 737,LAX,0,2024-07-14 13:21:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,132,#S441DZM,Boeing 737,IAH,0,2024-07-14 13:23:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,228,#C360SXL,Airbus A350,EWR,0,2024-07-14 13:25:00.000
Los Angeles International Airport,90045,LAX,UA,204,#B021DCR,Boeing 767,MSP,0,2024-07-14 13:26:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,232,#W649VIB,Airbus A330,MCO,0,2024-07-14 13:27:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,234,#D251PQW,Boeing 787 Dreamliner,CLT,0,2024-07-14 13:29:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,299,#C239HNU,Boeing 747,BOS,0,2024-07-14 13:29:00.000
Harry Reid International Airport,89119,LAS,DLTA,384,#S181DCO,Airbus A380,MSP,0,2024-07-14 13:31:00.000
Miami International Airport,33126,MIA,DLTA,113,#O610TZC,Boeing 737,LAX,0,2024-07-14 13:35:00.000
John F. Kennedy International Airport,11430,JFK,UA,212,#M379OCC,Airbus A350,MCO,0,2024-07-14 13:36:00.000
San Francisco International Airport,94128,SFO,AA,94,#P458CJH,Boeing 737,DFW,0,2024-07-14 13:36:00.000
Charlotte Douglas International Airport,28208,CLT,UA,273,#M790XUR,Boeing 787 Dreamliner,EWR,0,2024-07-14 13:39:00.000
Denver International Airport,80249,DEN,UA,128,#Q636ZYT,Boeing 737 MAX,MIA,0,2024-07-14 13:39:00.000
Newark Liberty International Airport,07114,EWR,UA,265,#M349YQR,Boeing 777,BOS,0,2024-07-14 13:40:00.000
O'Hare International Airport,60666,ORD,UA,108,#Y708QVV,Airbus A320neo,LAX,0,2024-07-14 13:41:00.000
Logan International Airport,02128,BOS,UA,391,#K902LRW,Airbus A380,IAH,0,2024-07-14 13:43:00.000
Harry Reid International Airport,89119,LAS,DLTA,124,#R540LKO,Airbus A320,ATL,0,2024-07-14 14:23:00.000
San Francisco International Airport,94128,SFO,UA,265,#I076PGA,Boeing 747,PHX,0,2024-07-14 14:24:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,388,#L310DHV,Airbus A380,SEA,0,2024-07-14 14:28:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,123,#T762EIP,Airbus A320neo,MIA,0,2024-07-14 14:31:00.000
O'Hare International Airport,60666,ORD,UA,146,#H020ILL,Boeing 737 MAX,SFO,0,2024-07-14 14:32:00.000
Denver International Airport,80249,DEN,AA,284,#C083ESY,Boeing 777,CLT,0,2024-07-14 14:34:00.000
Logan International Airport,02128,BOS,DLTA,249,#F684BLR,Airbus A350,JFK,0,2024-07-14 14:35:00.000
Miami International Airport,33126,MIA,DLTA,148,#E996QCU,Airbus A320neo,MSP,0,2024-07-14 14:35:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,115,#V291GRQ,Airbus A320,SFO,0,2024-07-14 14:36:00.000
Orlando International Airport,32827,MCO,DLTA,208,#D408SUX,Airbus A350,LAS,0,2024-07-14 14:40:00.000
Los Angeles International Airport,90045,LAX,UA,104,#Q080PMF,Airbus A320neo,FLL,0,2024-07-14 14:43:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,237,#M251PMB,Boeing 787 Dreamliner,CLT,0,2024-07-14 14:43:00.000
Newark Liberty International Airport,07114,EWR,AA,310,#I111CJJ,Boeing 777,SEA,0,2024-07-14 14:45:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,383,#E834HOI,Airbus A380,JFK,0,2024-07-14 14:45:00.000
George Bush Intercontinental Airport,77032,IAH,UA,440,#T923LEL,Airbus A380,MSP,0,2024-07-14 14:45:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,97,#W436XXK,Airbus A320,PHX,0,2024-07-14 14:46:00.000
Charlotte Douglas International Airport,28208,CLT,UA,207,#R261QGL,Boeing 767,LAX,0,2024-07-14 14:46:00.000
Seattle–Tacoma International Airport,98158,SEA,AA,124,#L300COV,Airbus A320,MIA,0,2024-07-14 14:47:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,235,#P518AXW,Boeing 767,LAX,0,2024-07-14 15:27:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,134,#G840FJX,Airbus A320,EWR,0,2024-07-14 15:30:00.000
Denver International Airport,80249,DEN,AA,268,#R875XSH,Boeing 777,LAS,0,2024-07-14 15:31:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,249,#X955FUM,Airbus A330,MSP,1,2024-07-14 15:35:00.000
San Francisco International Airport,94128,SFO,DLTA,120,#O126ZPK,Boeing 737,LAS,0,2024-07-14 15:35:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,238,#P088EUA,Airbus A340,DEN,0,2024-07-14 15:36:00.000
Orlando International Airport,32827,MCO,AA,215,#A935ZXM,Boeing 787 Dreamliner,MIA,0,2024-07-14 15:38:00.000
O'Hare International Airport,60666,ORD,UA,111,#M322SOY,Airbus A320neo,IAH,0,2024-07-14 15:39:00.000
Miami International Airport,33126,MIA,DLTA,312,#K656GYN,Airbus A340,BOS,0,2024-07-14 15:42:00.000
Charlotte Douglas International Airport,28208,CLT,UA,231,#M547MTQ,Airbus A340,ORD,0,2024-07-14 15:42:00.000
Logan International Airport,02128,BOS,UA,201,#N169UJM,Airbus A330,MCO,0,2024-07-14 15:44:00.000
Harry Reid International Airport,89119,LAS,DLTA,345,#N801YIL,Airbus A380,EWR,0,2024-07-14 15:45:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,121,#I397XQC,Boeing 737,MSP,0,2024-07-14 15:45:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,143,#D529ESN,Airbus A320neo,CLT,0,2024-07-14 15:45:00.000
Los Angeles International Airport,90045,LAX,UA,156,#V645HOA,Boeing 737 MAX,LAS,0,2024-07-14 15:46:00.000
Newark Liberty International Airport,07114,EWR,AA,292,#U903ZFA,Airbus A350,DEN,0,2024-07-14 15:47:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,133,#B041FKB,Boeing 737,FLL,0,2024-07-14 15:47:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,102,#M848TNS,Boeing 737,EWR,0,2024-07-14 15:50:00.000
Los Angeles International Airport,90045,LAX,AA,276,#W242YOT,Boeing 777,ATL,0,2024-07-14 16:30:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,141,#K059FZU,Boeing 737 MAX,SFO,0,2024-07-14 16:30:00.000
O'Hare International Airport,60666,ORD,AA,358,#B609EMB,Airbus A380,MIA,0,2024-07-14 16:33:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,117,#R933OFP,Boeing 737,CLT,0,2024-07-14 16:34:00.000
Logan International Airport,02128,BOS,DLTA,273,#V218CQO,Airbus A350,EWR,0,2024-07-14 16:35:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,414,#E289MQM,Airbus A380,FLL,0,2024-07-14 16:36:00.000
Charlotte Douglas International Airport,28208,CLT,AA,247,#R474CRM,Airbus A330,SFO,0,2024-07-14 16:37:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,159,#Y428APP,Boeing 737 MAX,JFK,0,2024-07-14 16:39:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,302,#X029JOY,Boeing 787 Dreamliner,IAH,0,2024-07-14 16:40:00.000
Harry Reid International Airport,89119,LAS,UA,307,#Y035UWF,Boeing 777,IAH,0,2024-07-14 16:42:00.000
Newark Liberty International Airport,07114,EWR,DLTA,312,#N812TIO,Boeing 777,MCO,0,2024-07-14 16:42:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,256,#D172MMD,Boeing 747,IAH,0,2024-07-14 16:43:00.000
Miami International Airport,33126,MIA,DLTA,302,#D398IRM,Airbus A340,JFK,0,2024-07-14 16:50:00.000
Denver International Airport,80249,DEN,UA,240,#U337ONP,Airbus A330,MSP,0,2024-07-14 16:52:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,177,#C038ETQ,Airbus A330,BOS,0,2024-07-14 16:53:00.000
San Francisco International Airport,94128,SFO,DLTA,208,#I844WIP,Boeing 787 Dreamliner,MCO,0,2024-07-14 16:54:00.000
Orlando International Airport,32827,MCO,UA,125,#B204GCL,Airbus A320neo,DEN,0,2024-07-14 16:54:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,96,#G588BRX,Airbus A320,IAH,0,2024-07-14 16:54:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,101,#Y852TQD,Airbus A320neo,EWR,0,2024-07-14 17:35:00.000
George Bush Intercontinental Airport,77032,IAH,AA,138,#E569HDN,Boeing 737 MAX,LAS,0,2024-07-14 17:39:00.000
